Image Index,Model,Dataset,Attribution Method,Layer,Metric,Upscale Method,Mixing Method,Value
0,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,,0.15495557
0,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.15541765
0,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,,0.30709916
0,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.23674867
0,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,,0.26786366
0,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.22519198
0,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,,0.28472188
0,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.30162385
0,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,,0.25364885
0,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.24809532
0,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,,0.27793905
0,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.2485832
0,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,,0.35491014
0,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.2671971
0,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,,0.36992478
0,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.2983202
0,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,,0.12817672
0,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.12963927
0,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,,0.23058654
0,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.20734231
0,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,,0.16538428
0,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.25165358
0,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,,0.19310805
0,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.2953286
0,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,,0.18509217
0,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.18558344
0,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,,0.17333245
0,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.29124892
0,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,,0.17312068
0,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.30342704
0,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,,0.0909573
0,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.24683684
1,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,,0.11867954
1,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.12009069
1,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,,0.25189748
1,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.21469781
1,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,,0.26276743
1,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.25442532
1,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,,0.34326196
1,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.30353394
1,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,,0.24401836
1,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.24412969
1,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,,0.271766
1,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.22912431
1,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,,0.3041472
1,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.264012
1,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,,0.37009737
1,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.31157038
1,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,,0.06351984
1,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.061124995
1,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,,0.1637848
1,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.15084106
1,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,,0.1517337
1,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.17002098
1,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,,0.21039152
1,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.22416186
1,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,,0.18732993
1,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.18615966
1,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,,0.30051085
1,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.28371894
1,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,,0.26239923
1,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.33641267
1,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,,0.25386804
1,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.2802264
2,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,,0.22056672
2,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.21808851
2,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,,0.28424007
2,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.27619967
2,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,,0.26619545
2,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.26229936
2,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,,0.33460543
2,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.24668646
2,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,,0.22495307
2,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.22487694
2,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,,0.31713057
2,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.30302998
2,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,,0.3098141
2,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.3107139
2,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,,0.25724772
2,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.333274
2,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,,0.09164639
2,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.0899903
2,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,,-0.14163035
2,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,-0.011260346
2,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,,-0.06997654
2,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,-0.01654306
2,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,,0.12786636
2,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.007725548
2,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,,0.08396549
2,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.080547325
2,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,,-0.03053094
2,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.11156911
2,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,,0.020259649
2,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.097444266
2,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,,0.084731236
2,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.08158463
3,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,,0.06726596
3,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.06675927
3,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,,0.027646549
3,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.081421874
3,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,,0.032482654
3,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.054553397
3,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,,0.019341331
3,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.02564133
3,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,,0.089024074
3,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.08995812
3,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,,0.082044855
3,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.070375085
3,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,,0.07228311
3,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.10546225
3,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,,0.053532265
3,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.13427402
3,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,,0.032884642
3,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.032859843
3,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,,0.0020125206
3,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.0012772306
3,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,,-0.0021537007
3,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.0032900763
3,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,,0.0034440127
3,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,-0.0027537826
3,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,,0.0010581766
3,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.001056686
3,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,,-0.0011409661
3,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.0018233375
3,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,,0.0080346335
3,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.01235831
3,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,,0.0032464748
3,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.0038315665
4,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,,0.2816952
4,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.28006342
4,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,,0.25318363
4,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.2804317
4,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,,0.25525773
4,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.32146296
4,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,,0.30070132
4,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.37097687
4,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,,0.4072904
4,VGG11,PascalVOC,DeepLiftShap8,features.20,road_combined,bilinearUpsampling,MultiplierMix,0.40693864
4,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,,0.40905565
4,VGG11,PascalVOC,DeepLiftShap8,features.15,road_combined,bilinearUpsampling,MultiplierMix,0.4514667
4,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,,0.4004556
4,VGG11,PascalVOC,DeepLiftShap8,features.10,road_combined,bilinearUpsampling,MultiplierMix,0.46527267
4,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,,0.4556488
4,VGG11,PascalVOC,DeepLiftShap8,features.5,road_combined,bilinearUpsampling,MultiplierMix,0.44186065
4,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,,0.106909424
4,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,ERFUpsamplingFast,MultiplierMix,0.10844344
4,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,,0.17653826
4,VGG11,PascalVOC,GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,MultiplierMix,0.20130007
4,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,,0.096501976
4,VGG11,PascalVOC,GradCAMPlusPlus,features.10,road_combined,ERFUpsamplingFast,MultiplierMix,0.16335818
4,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,,0.06331384
4,VGG11,PascalVOC,GradCAMPlusPlus,features.5,road_combined,ERFUpsamplingFast,MultiplierMix,0.19428921
4,VGG11,PascalVOC,GradCAMPlusPlus,features.20,road_combined,bilinearUpsampling,,0.21880287
